Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU44,2561.133707827727,OUT046
DRG39,862.3781378812142,OUT035
FDU32,2019.2946620539658,OUT049
FDY27,2927.0937714788033,OUT049
NCP54,2019.2946620539658,OUT013
NCZ41,2019.2946620539658,OUT049
DRL49,2171.3064099056296,OUT013
FDI05,1270.2064577170981,OUT018
FDY56,3799.3565292181975,OUT045
DRC13,2019.2946620539658,OUT013
NCV29,2966.0462784783795,OUT017
FDR24,1497.8474334520042,OUT049
FDZ34,3055.2844807995953,OUT018
FDP37,2019.2946620539658,OUT035
FDX08,4856.979412123652,OUT027
FDS57,2042.009148372961,OUT045
NCG18,1567.1913872193763,OUT049
FDK25,2740.5796975777976,OUT018
FDH53,1320.6805884758128,OUT049
DRI59,3590.2420011085014,OUT018
FDA52,2856.904241520043,OUT046
FDT20,131.50285831536618,OUT010
FDE36,383.6311571034332,OUT019
FDI24,2848.9555808501887,OUT017
FDB28,3088.7622035168915,OUT018
FDV11,2856.904241520043,OUT017
FDP01,2489.937131095645,OUT046
FDD34,4241.58939593648,OUT027
FDJ50,1072.9228084441283,OUT027
FDZ44,1963.3507351688975,OUT013
DRO59,1149.0384116353487,OUT035
DRB48,665.8224100913811,OUT045
FDR21,2846.0528816687975,OUT018
NCE42,575.4562994875686,OUT010
FDO23,1527.4907554650106,OUT046
NCE30,3437.685840499354,OUT018
FDQ22,665.8224100913811,OUT035
FDY01,1928.935201816239,OUT045
FDS08,2856.904241520043,OUT017
FDG28,3735.091821545437,OUT018
FDQ51,740.0369477906613,OUT018
FDB05,3994.443655028746,OUT017
FDO56,1932.02040639306,OUT049
FDE02,1523.4022183565578,OUT018
FDN45,3757.9467934241347,OUT017
FDS09,789.3786050157892,OUT013
NCA54,3018.869192905986,OUT018
FDP09,569.733917103521,OUT010
FDC53,1542.7826528175588,OUT045
NCM55,3058.187179980987,OUT017
FDL09,2743.2560445531194,OUT018
FDA11,232.8504219687089,OUT019
FDA50,1531.2714836652565,OUT045
FDC23,2958.593867398671,OUT017
FDE22,2549.801370765764,OUT049
FDD23,3058.187179980987,OUT046
NCA29,2848.9555808501887,OUT049
FDK38,2469.664265690032,OUT046
DRC13,2019.2946620539658,OUT046
NCP43,2961.194594317957,OUT049
FDX28,1545.4877108782741,OUT049
FDF08,1497.8474334520042,OUT049
FDZ33,2477.083879366873,OUT046
FDD10,2929.746284110736,OUT049
FDO58,2561.133707827727,OUT017
FDI50,3817.2144204078854,OUT017
FDO58,2568.169250152012,OUT045
FDX08,3021.7718920873776,OUT013
NCK17,131.50285831536618,OUT010
FDF39,4084.053195313967,OUT035
FDU45,267.55724881788353,OUT010
NCJ18,1934.7672783173534,OUT018
DRC27,573.8052222725701,OUT019
DRC25,1452.219870391665,OUT035
FDU59,2552.3026377943834,OUT035
FDU28,3058.187179980987,OUT035
NCP30,669.293453193226,OUT046
FDB39,911.0369785498563,OUT018
FDE41,1521.7437076974588,OUT013
DRH11,131.50285831536618,OUT010
FDA58,3875.6027647489154,OUT045
FDU50,1928.935201816239,OUT046
FDM34,2030.7835044305702,OUT013
FDM44,2848.334344211438,OUT027
FDR39,3055.8772480758635,OUT045
FDM25,2848.9555808501887,OUT045
FDQ49,2496.724320830672,OUT049
DRH25,837.0559575697864,OUT018
FDM09,4272.551588829288,OUT027
FDL44,381.89030695706157,OUT019
NCR42,660.7515813451153,OUT018
DRL59,885.4672258879685,OUT046
FDX43,2713.16490977435,OUT013
DRK47,574.4381029653073,OUT010
FDU48,2033.0671355704753,OUT018
FDY12,746.4553535249117,OUT045
NCN43,2019.2946620539658,OUT018
NCM55,3052.974548894472,OUT018
FDQ21,2979.6327717776676,OUT027
FDX13,4014.3282221149752,OUT035
NCK30,5841.69769612864,OUT027
FDG20,2848.9555808501887,OUT049
DRG27,660.7515813451153,OUT017
FDY14,3879.5628613698436,OUT018
FDP59,1567.1913872193763,OUT035
FDU60,2746.1587437345115,OUT017
NCC18,413.95864128540103,OUT019
DRJ39,3654.287962771594,OUT017
FDS07,1919.369786473976,OUT049
FDM08,5841.69769612864,OUT027
FDP51,2008.2373208280371,OUT045
FDU16,1392.8259112948613,OUT035
FDH12,1569.6327616513547,OUT013
DRE48,507.4062670572874,OUT010
NCL42,5841.69769612864,OUT027
FDR21,2856.904241520043,OUT045
NCW29,2033.0671355704753,OUT035
FDO11,3998.817795385138,OUT013
NCM31,2042.009148372961,OUT049
FDV35,369.0818991656472,OUT019
FDF58,1037.9276285740268,OUT017
NCE43,2746.1587437345115,OUT049
FDA02,2433.1907508811223,OUT035
DRL37,131.50285831536618,OUT010
FDR24,1516.7262595368145,OUT018
FDW59,1399.1922499475572,OUT049
FDS22,684.737189924869,OUT049
FDW24,740.0369477906613,OUT017
FDU24,1531.2714836652565,OUT035
FDA21,5177.462246994564,OUT027
FDH58,2927.8980090135424,OUT027
FDW36,1567.1913872193763,OUT018
FDI45,4443.0981747323585,OUT027
FDU01,3055.2844807995953,OUT018
FDF35,2905.9310268416343,OUT027
FDU43,575.2593276878808,OUT019
FDE24,358.90406274940693,OUT019
FDK50,2561.133707827727,OUT049
FDG31,1059.7310680124217,OUT045
FDC60,1501.4250683131,OUT045
FDL36,1532.8295017725247,OUT013
FDP21,3058.187179980987,OUT013
FDW16,1499.7322529931769,OUT045
FDX02,3778.632952334288,OUT017
FDQ58,4077.1540165610677,OUT027
FDT51,1665.3835469799187,OUT046
FDD59,1301.7601302921455,OUT049
NCM42,1579.0632355285259,OUT018
FDA57,661.6433821346109,OUT018
FDZ48,1701.7163849616427,OUT035
FDE46,2485.386058355681,OUT045
NCZ30,278.7630048223794,OUT019
FDB56,3058.187179980987,OUT017
FDA25,2849.2585018078926,OUT027
FDD20,2019.2946620539658,OUT013
FDL25,1542.055996881088,OUT013
NCO18,2856.904241520043,OUT049
FDJ45,660.7515813451153,OUT017
FDR12,2764.0857032264257,OUT035
NCF19,131.50285831536618,OUT010
FDK25,2662.8502506791765,OUT046
NCR17,1924.3078821553534,OUT046
FDC52,2484.031163982065,OUT046
NCA54,3021.7718920873776,OUT017
FDR45,573.0452786879162,OUT010
NCM19,1919.369786473976,OUT049
FDF39,5841.69769612864,OUT027
FDX23,1535.4105676789723,OUT049
FDD58,2841.2402624917227,OUT027
FDX28,1552.8231274519626,OUT013
NCD31,2561.133707827727,OUT013
FDU57,2482.041820327338,OUT018
FDI27,743.591473832846,OUT046
NCM42,1571.9206917469005,OUT046
FDD32,2197.7404588326986,OUT027
FDI34,3800.420963975121,OUT013
NCM29,2030.7835044305702,OUT049
FDG46,1857.07089935834,OUT018
DRC01,131.50285831536618,OUT010
FDB15,5841.69769612864,OUT027
NCA17,4042.1907888938495,OUT027
FDF10,2474.4270701593887,OUT046
FDR26,4785.611471882339,OUT027
FDI02,1701.7163849616427,OUT049
NCM54,279.6975926746558,OUT010
FDF14,2484.031163982065,OUT013
FDJ33,273.0769870445389,OUT010
FDM20,3925.286497385511,OUT035
FDC03,5746.935623112825,OUT027
NCX05,1932.02040639306,OUT046
NCM41,2776.29329175085,OUT027
NCU29,368.2182412232186,OUT010
FDQ59,1404.538176441243,OUT017
FDH46,239.3632483763487,OUT010
FDH09,792.1759035913237,OUT013
NCD06,745.1077765369271,OUT045
FDC15,2489.937131095645,OUT035
DRD37,1014.3257382200006,OUT027
FDT28,4038.2762794282344,OUT027
FDR28,4247.0645734925865,OUT027
FDT38,1449.5336781137082,OUT017
FDV34,1535.4812362487717,OUT027
FDY52,1034.073878484298,OUT035
FDB34,1512.4872019833397,OUT013
DRL23,1567.1913872193763,OUT018
DRB24,2489.937131095645,OUT046
FDJ50,918.4379168384901,OUT046
FDQ49,2489.937131095645,OUT035
FDP20,2019.2946620539658,OUT035
FDV19,4230.101858296135,OUT027
NCR54,3062.706527369466,OUT045
FDO09,575.279692762026,OUT010
FDS57,2089.9982693691936,OUT018
FDN10,1932.02040639306,OUT049
FDV23,2019.2946620539658,OUT049
FDY28,3613.7752501989467,OUT049
DRG51,2561.133707827727,OUT013
FDD45,233.4221899692566,OUT019
NCL18,5731.747618466525,OUT027
NCM29,2033.0671355704753,OUT013
FDF17,5763.161444850298,OUT027
FDE22,2556.4104466857902,OUT017
FDQ22,660.7515813451153,OUT017
FDS01,2973.306959925054,OUT013
FDW35,971.3817320451047,OUT027
FDJ33,2019.2946620539658,OUT046
NCF54,2848.9555808501887,OUT035
FDE09,1607.0812109472272,OUT013
NCE06,2556.4104466857902,OUT045
DRH49,1317.6528815887184,OUT049
FDY43,2764.0857032264257,OUT045
NCT05,4013.749380096747,OUT017
FDZ34,3059.9474163180694,OUT045
FDL38,1463.5406914577181,OUT017
FDZ31,3058.187179980987,OUT017
FDR14,903.1979839272003,OUT035
NCN54,1296.458987550516,OUT049
NCC42,2992.740173378171,OUT027
FDK08,1545.4877108782741,OUT017
FDP59,1567.1913872193763,OUT013
FDV22,2525.429988912066,OUT035
FDD33,3829.6865085694235,OUT035
DRE60,5841.69769612864,OUT027
FDK52,3803.4906847836037,OUT046
FDA02,2469.664265690032,OUT017
FDM56,1579.0632355285259,OUT049
FDE57,2042.009148372961,OUT035
FDM32,1491.1137382420693,OUT045
NCQ30,2967.4624278163897,OUT027
FDQ27,2848.334344211438,OUT027
FDT60,2980.556929374123,OUT027
FDU43,3880.0553810525616,OUT049
NCO55,1569.6327616513547,OUT035
FDG02,3058.187179980987,OUT045
FDJ28,3058.187179980987,OUT013
FDP40,1698.5767883546814,OUT045
FDJ38,3058.187179980987,OUT045
NCC54,3876.6092153355153,OUT017
NCZ41,2019.2946620539658,OUT046
FDK38,368.26934576175614,OUT019
FDU52,2489.937131095645,OUT013
FDC40,1234.825498121334,OUT046
NCR30,1120.7125771272636,OUT017
NCN18,1698.5767883546814,OUT017
FDB50,1303.159592647165,OUT035
FDG04,3058.187179980987,OUT013
FDR26,2856.904241520043,OUT035
NCT17,3055.2844807995953,OUT018
FDX35,5841.69769612864,OUT027
FDS12,2019.2946620539658,OUT046
NCZ29,2988.454331476776,OUT027
FDB38,383.6311571034332,OUT010
FDP12,709.1352528176232,OUT013
FDP22,785.3036760094869,OUT046
FDS26,3871.999160156342,OUT018
FDR52,3059.9474163180694,OUT046
DRJ13,2556.4104466857902,OUT046
FDU48,2993.664330974626,OUT027
FDE29,1003.7992042073238,OUT035
NCT29,2019.2946620539658,OUT049
DRK37,3055.2844807995953,OUT018
FDK55,1466.7363866466521,OUT046
FDR07,1533.7373044571746,OUT046
FDO21,5841.69769612864,OUT027
FDK46,4074.0469790804664,OUT049
FDB12,1567.1913872193763,OUT045
FDT31,5182.774799362595,OUT027
FDJ33,2019.2946620539658,OUT045
FDC26,2913.6511068495265,OUT027
NCQ02,3058.187179980987,OUT045
FDP08,512.3312232670993,OUT010
FDB11,5841.69769612864,OUT027
FDV55,2469.664265690032,OUT013
FDW20,2019.2946620539658,OUT049
NCJ18,277.1947570766317,OUT019
FDC41,1174.859965939751,OUT018
FDE14,2848.334344211438,OUT027
FDG35,2848.9555808501887,OUT013
FDF45,926.9594449063808,OUT035
FDS19,1982.8194186914022,OUT027
FDS58,382.74285221849823,OUT019
FDA26,3725.6793881074805,OUT017
FDM32,1465.4406854198137,OUT049
FDL45,2019.2946620539658,OUT046
FDZ55,2552.3026377943834,OUT049
FDY37,2042.009148372961,OUT049
FDO46,3058.187179980987,OUT046
FDQ60,1999.8804351329218,OUT046
FDA19,2030.7835044305702,OUT018
FDL15,2489.937131095645,OUT046
FDM10,3438.0930277251955,OUT018
NCL05,662.5780549705291,OUT017
DRK49,131.50285831536618,OUT010
NCE18,5841.69769612864,OUT027
FDG40,667.6087270162657,OUT049
DRI59,3776.9218804671996,OUT045
FDK28,4034.146076401305,OUT035
NCD06,131.50285831536618,OUT019
FDO11,575.9990050925061,OUT019
FDK27,1978.111020049436,OUT046
FDT43,1038.9125745051124,OUT027
FDD38,1560.0574097608335,OUT018
FDA16,3706.907722828247,OUT049
FDL14,4077.1540165610677,OUT027
NCM17,673.174506007184,OUT049
FDD20,2019.2946620539658,OUT045
FDA40,1469.3232874880982,OUT045
FDL43,1299.4726665694427,OUT045
FDV15,1567.1913872193763,OUT045
FDE52,1499.5402487719277,OUT046
NCL17,357.1608202911231,OUT010
NCJ31,3876.0231347706804,OUT045
FDR60,1294.1715238278134,OUT045
NCA18,1928.935201816239,OUT035
FDS21,1385.8918310575186,OUT027
FDW09,1294.1715238278134,OUT035
FDL26,2489.937131095645,OUT035
FDS47,1505.5542710610246,OUT018
FDC39,3394.978086040869,OUT046
FDT51,1665.3835469799187,OUT035
FDK40,4086.88941742438,OUT035
NCG19,3851.658484670134,OUT045
FDZ07,1091.8059231683437,OUT046
FDF08,2683.6855539588205,OUT027
FDO04,1004.1530845149671,OUT013
FDK41,1411.812005006149,OUT018
FDP15,4022.9937446931785,OUT049
NCD43,1567.1913872193763,OUT018
NCP18,2477.083879366873,OUT013
FDZ51,1527.4907554650106,OUT046
DRH13,1576.6153016571989,OUT035
FDF38,665.8224100913811,OUT045
NCI43,745.1077765369271,OUT045
FDM38,1224.1349717389555,OUT027
FDS03,1196.734144084448,OUT013
DRJ47,2846.5436429361534,OUT017
FDT50,231.11861921366017,OUT010
FDV02,2848.9555808501887,OUT046
NCG18,1567.1913872193763,OUT017
FDW52,2568.169250152012,OUT046
FDS40,665.8224100913811,OUT035
FDN31,3058.187179980987,OUT017
FDA37,2019.2946620539658,OUT045
FDA15,4007.105850266983,OUT046
FDL39,3021.7718920873776,OUT046
FDJ53,2019.2946620539658,OUT045
FDX22,3599.815448763267,OUT013
NCZ42,3882.793871822262,OUT045
FDD56,4501.904729739623,OUT027
FDD40,3062.706527369466,OUT017
FDS50,3731.7745854315,OUT013
NCN14,3058.187179980987,OUT013
FDT15,3055.8772480758635,OUT013
NCS18,2877.419599720115,OUT027
NCO26,269.82052258976967,OUT010
FDF58,1050.4365273121837,OUT018
NCB19,1521.7437076974588,OUT013
FDH26,2042.009148372961,OUT017
DRB24,4065.362640744647,OUT027
FDA49,1464.1367240452278,OUT018
FDB32,1533.7373044571746,OUT045
FDI36,3062.706527369466,OUT017
NCA17,366.967132243062,OUT010
FDH22,2019.2946620539658,OUT013
NCM26,2487.4499136327563,OUT018
FDT15,5164.449446895799,OUT027
FDB16,1480.1939706359335,OUT018
NCP54,2979.6327717776676,OUT027
FDJ36,1567.1913872193763,OUT013
FDO28,1999.8804351329218,OUT045
FDU09,976.5422147702222,OUT013
FDF29,2019.2946620539658,OUT017
FDY08,2038.9346748714077,OUT013
DRJ59,660.7515813451153,OUT018
FDT23,1982.8194186914022,OUT027
FDU15,660.7515813451153,OUT018
FDT47,1539.8432497869587,OUT013
FDI53,385.7984848673299,OUT019
FDR59,3884.608607573607,OUT018
FDD53,666.7142108808767,OUT035
FDY51,3702.636281292457,OUT017
FDT04,667.6087270162657,OUT049
FDU51,2856.904241520043,OUT049
FDG14,2484.031163982065,OUT035
NCU06,3812.1357827738643,OUT045
DRG25,3058.187179980987,OUT046
DRH49,1395.2091865326965,OUT035
FDN15,2035.9454970751883,OUT035
FDL43,1209.4050178109508,OUT018
NCT18,3055.8772480758635,OUT049
NCB31,4054.7669392439893,OUT013
FDK57,1978.111020049436,OUT035
FDY04,383.6311571034332,OUT019
NCP54,2019.2946620539658,OUT046
FDF41,3893.620333906468,OUT013
FDM01,1567.1913872193763,OUT045
FDW03,1567.1913872193763,OUT045
FDF28,2019.2946620539658,OUT045
FDY37,2044.707363632945,OUT017
FDQ03,3866.5905761521517,OUT017
FDP51,2947.141075830012,OUT027
FDJ40,1665.3835469799187,OUT017
FDC32,1527.4907554650106,OUT049
DRI49,2263.850752738392,OUT027
NCW54,899.1060711392136,OUT017
FDF09,660.7515813451153,OUT017
FDP45,3820.8750984706767,OUT018
DRJ23,3055.2844807995953,OUT018
FDS59,1667.8776210685264,OUT017
FDY08,2035.9454970751883,OUT046
FDX16,2471.7542411289473,OUT049
FDY16,3055.2844807995953,OUT018
FDK32,2485.386058355681,OUT035
FDQ22,709.1352528176232,OUT013
NCC31,2496.724320830672,OUT018
FDG58,2487.4499136327563,OUT049
DRF48,3058.187179980987,OUT013
DRH36,1102.7294305499252,OUT049
NCR30,1153.377315796646,OUT035
FDB03,575.8223983669636,OUT019
FDZ28,2988.454331476776,OUT027
FDR35,3084.889789305287,OUT017
DRD15,5841.69769612864,OUT027
FDJ33,278.8330386663479,OUT019
FDA56,273.0769870445389,OUT010
FDP56,746.8940934618117,OUT046
NCT30,746.8940934618117,OUT046
FDK15,1547.7168839605947,OUT017
FDH44,2469.664265690032,OUT018
FDV01,2489.937131095645,OUT013
DRG03,2485.386058355681,OUT017
FDG50,2703.2046059749014,OUT027
FDR16,574.8636292552882,OUT010
FDZ60,1571.9206917469005,OUT046
DRG03,2489.937131095645,OUT045
FDS56,3884.608607573607,OUT018
FDU33,736.6427014947475,OUT045
DRD27,1542.7826528175588,OUT035
FDW22,3770.785852228487,OUT046
DRA24,2562.9603924229914,OUT045
FDF38,667.6087270162657,OUT049
FDX48,2489.937131095645,OUT013
FDS58,2552.3026377943834,OUT018
FDC32,1525.3906691730597,OUT046
NCQ29,4070.2773659738264,OUT045
DRK39,1421.140994914696,OUT018
NCS38,1924.3078821553534,OUT017
DRO47,1701.7163849616427,OUT013
DRG27,971.3817320451047,OUT027
FDC57,5717.312301637674,OUT027
FDS55,2469.664265690032,OUT046
NCJ06,2005.379039961096,OUT018
FDO01,282.64640940520474,OUT019
NCM55,3058.187179980987,OUT045
FDC52,2484.031163982065,OUT049
FDQ15,1311.7665204788013,OUT045
NCT30,1038.9125745051124,OUT027
NCR42,969.5552584196907,OUT027
FDD28,904.0930524196557,OUT035
FDQ34,1567.1913872193763,OUT049
FDZ12,3017.3053053717385,OUT027
DRE13,196.9502209825778,OUT019
NCN07,284.1889840613994,OUT019
FDM28,3019.660816371568,OUT035
FDI10,2848.9555808501887,OUT017
FDQ25,2779.1821500682536,OUT013
FDA38,574.0021940722577,OUT010
DRI13,3635.333148957384,OUT049
FDY20,2709.5193548678467,OUT027
NCZ53,3058.187179980987,OUT035
NCM31,2433.1907508811223,OUT013
DRB01,3058.187179980987,OUT017
DRF37,4080.1343550514675,OUT046
NCF42,2856.904241520043,OUT049
FDF16,2477.083879366873,OUT018
FDB41,789.3786050157892,OUT013
FDR34,3795.8022644649013,OUT013
FDR15,2489.937131095645,OUT018
NCV42,271.6750188499763,OUT019
FDW51,3610.3956235959295,OUT035
FDU36,1535.4105676789723,OUT017
FDX60,1343.9950393060242,OUT049
FDY03,1917.3462158955197,OUT035
FDW55,3927.316493603628,OUT045
FDT01,571.0114157932893,OUT010
FDG58,2489.937131095645,OUT013
FDK21,4000.8859500963194,OUT017
NCS41,460.0095710816819,OUT019
FDS10,3041.4662176012516,OUT045
NCT53,2568.169250152012,OUT046
FDJ28,3055.2844807995953,OUT018
FDX44,1468.7908064362716,OUT045
FDT20,660.7515813451153,OUT018
FDO44,1607.0812109472272,OUT017
NCX17,3836.49240789592,OUT049
FDY01,1932.02040639306,OUT017
FDJ12,5841.69769612864,OUT027
DRK35,660.7515813451153,OUT018
FDD47,389.36754025849933,OUT019
NCM53,1569.6327616513547,OUT035
FDO45,1519.5765491358584,OUT013
NCM42,253.07599604677907,OUT010
FDE04,2973.306959925054,OUT046
NCI30,5841.69769612864,OUT027
FDZ19,2848.9555808501887,OUT013
FDW57,2856.904241520043,OUT013
FDA25,1567.1913872193763,OUT013
FDT22,961.8511506949961,OUT046
FDP51,1966.304024772227,OUT013
FDD48,2927.8980090135424,OUT027
FDY39,3055.8772480758635,OUT035
FDO48,576.41321487191,OUT010
FDD23,5170.764241512453,OUT027
DRN35,969.5552584196907,OUT027
FDT01,3615.872447037845,OUT035
FDC20,131.50285831536618,OUT010
DRJ35,1026.5438273659786,OUT035
FDB32,1529.3535666097291,OUT046
FDL24,2848.9555808501887,OUT046
NCV42,1807.092573140092,OUT035
FDZ46,1579.0632355285259,OUT046
FDC15,2489.937131095645,OUT013
FDD08,131.50285831536618,OUT019
FDY50,1492.8065535619926,OUT049
FDD36,1978.111020049436,OUT013
FDG57,1038.9125745051124,OUT027
FDL21,661.6433821346109,OUT018
FDN16,2849.2585018078926,OUT027
FDJ09,1028.1887029981026,OUT027
FDS01,421.1312238029705,OUT010
FDV33,4066.883027717723,OUT017
DRE12,1924.3078821553534,OUT017
FDR07,1539.8432497869587,OUT013
FDP48,464.0106485041058,OUT010
NCB55,926.9594449063808,OUT035
FDQ08,1110.3506847708868,OUT013
FDR34,3817.7536331145243,OUT035
FDO33,1709.3151693036798,OUT046
FDP13,665.8224100913811,OUT045
FDX12,3882.365097070337,OUT049
NCT06,2620.0809344049385,OUT049
FDR16,574.1597720609784,OUT019
FDE36,2568.169250152012,OUT046
FDZ36,3058.187179980987,OUT049
FDV13,1467.742011217757,OUT045
NCZ17,665.8224100913811,OUT035
FDU56,3055.8772480758635,OUT045
FDM09,2829.825172285519,OUT035
FDV02,2848.9555808501887,OUT017
FDS34,1857.07089935834,OUT018
FDA11,1531.2714836652565,OUT049
FDP09,3608.2234670050652,OUT017
FDB29,2921.846959300841,OUT027
FDT19,2848.9555808501887,OUT017
DRH15,674.8082370134612,OUT017
FDY38,3808.7478278380736,OUT046
FDF14,4056.722587601933,OUT027
FDN48,227.98005342257292,OUT010
FDQ12,3808.3434163690063,OUT013
NCJ43,2848.9555808501887,OUT045
FDE17,368.03762937275815,OUT019
FDB05,4000.7683219124597,OUT035
FDH10,3062.706527369466,OUT045
NCR06,661.6433821346109,OUT017
FDU32,2016.4058878554322,OUT018
FDD56,2848.9555808501887,OUT049
FDO36,3018.869192905986,OUT018
FDH16,221.6313756097092,OUT010
FDX10,660.7515813451153,OUT018
FDZ37,1471.2934128119666,OUT017
FDU31,575.9971513651723,OUT010
DRC49,2044.707363632945,OUT049
FDL15,2485.386058355681,OUT045
FDN32,493.8326589745225,OUT019
DRH59,1438.3041515468694,OUT027
NCU29,2471.7542411289473,OUT049
FDR37,463.5964387247019,OUT019
FDS14,2513.276964738763,OUT018
FDU02,5841.69769612864,OUT027
FDJ08,3062.706527369466,OUT035
NCZ06,3997.591731255452,OUT045
FDO31,1371.6401701315058,OUT049
FDH31,1555.487983436648,OUT018
FDS58,2552.3026377943834,OUT017
NCA53,1038.9125745051124,OUT027
FDF50,3062.706527369466,OUT046
NCW42,3748.997885249772,OUT049
NCQ17,2496.724320830672,OUT045
FDK51,3887.077431843095,OUT018
NCW41,378.37938520769205,OUT010
NCR29,899.1060711392136,OUT017
FDB08,381.89030695706157,OUT019
FDA40,2541.4288011608637,OUT027
FDL14,2532.5109895688615,OUT018
FDB47,3561.2617292630707,OUT046
FDO03,3811.1209816074465,OUT035
DRK13,509.93969370057914,OUT019
FDX13,573.0452786879162,OUT010
FDF52,3055.8772480758635,OUT046
FDT11,3058.187179980987,OUT013
FDB08,2552.3026377943834,OUT013
FDQ28,2489.937131095645,OUT018
FDD29,4010.758410316828,OUT045
NCQ29,5841.69769612864,OUT027
NCO02,1198.264857889715,OUT013
FDR56,513.6174695410722,OUT010
NCM54,2019.2946620539658,OUT049
FDP51,1932.02040639306,OUT035
FDT38,1507.4096035919401,OUT013
FDZ20,3824.4794963292375,OUT018
FDJ53,2008.2373208280371,OUT013
FDX13,3997.055700349171,OUT049
FDP58,3732.056043052796,OUT035
NCK31,131.50285831536618,OUT019
FDA35,2019.2946620539658,OUT018
FDV37,3067.8403299703723,OUT018
NCO07,5841.69769612864,OUT027
FDA20,3058.187179980987,OUT045
FDZ59,2713.16490977435,OUT035
NCY17,681.3165331774327,OUT017
FDQ28,2487.4499136327563,OUT035
FDV35,2489.937131095645,OUT017
FDQ36,709.1352528176232,OUT013
FDD34,2561.133707827727,OUT018
FDK51,4068.447304536534,OUT045
FDV31,2848.9555808501887,OUT035
FDR04,1533.7373044571746,OUT035
FDR14,901.9869329288848,OUT049
DRC36,420.0043232099841,OUT010
FDE39,278.7630048223794,OUT019
FDP57,1567.1913872193763,OUT049
FDE57,2042.009148372961,OUT046
NCN18,1696.146747114541,OUT046
NCQ05,2479.720231720968,OUT018
FDW47,2005.379039961096,OUT035
FDV46,2033.0671355704753,OUT035
NCP29,1048.9365018800888,OUT045
FDE09,1662.8749500638064,OUT018
NCU06,5841.69769612864,OUT027
FDT19,416.417455566964,OUT010
DRF15,2484.031163982065,OUT017
DRI51,2764.0857032264257,OUT013
NCX54,1567.1913872193763,OUT013
DRE01,3886.5383302650553,OUT013
NCB07,3062.706527369466,OUT045
FDU50,1924.3078821553534,OUT035
FDG40,665.8224100913811,OUT035
FDW10,2846.0528816687975,OUT018
FDX51,3062.706527369466,OUT013
NCP17,1073.5380301901594,OUT045
FDP21,3058.187179980987,OUT035
FDL04,1567.1913872193763,OUT045
FDV23,2019.2946620539658,OUT013
FDF24,1376.5522546628072,OUT046
FDH56,2921.846959300841,OUT027
FDB51,1016.16396677945,OUT049
FDI58,2814.645823123193,OUT027
FDR20,789.3786050157892,OUT013
FDC51,2019.2946620539658,OUT018
FDB16,2541.4288011608637,OUT027
FDE40,1027.65235564446,OUT049
NCM17,671.3881890822996,OUT035
FDU56,3058.187179980987,OUT035
FDS32,286.3404383708149,OUT019
FDX02,3772.4790641568384,OUT049
FDT39,4065.362640744647,OUT027
FDE35,902.5623386143889,OUT017
NCI42,567.6891422680733,OUT019
DRL23,1567.1913872193763,OUT046
FDA10,2019.2946620539658,OUT046
FDA11,1540.4460334207774,OUT013
NCM06,2489.937131095645,OUT046
NCT05,4032.7932281491253,OUT035
NCQ02,494.15487941938625,OUT010
NCY06,2030.7835044305702,OUT049
FDY56,3781.35322135944,OUT035
FDL02,1567.1913872193763,OUT035
NCI06,2888.6008214314097,OUT035
FDQ14,2479.720231720968,OUT045
FDQ12,3795.8168734390715,OUT017
FDP36,744.3483733301646,OUT046
FDK21,5841.69769612864,OUT027
FDO40,2471.7542411289473,OUT045
NCK54,275.4075126762633,OUT019
FDY09,2854.0015423386517,OUT018
NCW30,4057.949186408626,OUT049
NCC55,969.5552584196907,OUT027
FDE58,1932.02040639306,OUT018
FDR39,3058.187179980987,OUT013
FDU28,3058.187179980987,OUT049
FDH08,3793.493235008771,OUT017
FDG35,2848.9555808501887,OUT045
FDG22,667.6087270162657,OUT049
FDC34,2513.276964738763,OUT035
FDP15,3844.0796055329124,OUT018
FDK34,573.0452786879162,OUT010
FDU45,1928.935201816239,OUT035
FDQ04,969.5552584196907,OUT027
FDX22,3433.078800000913,OUT018
FDB45,1567.1913872193763,OUT017
NCH43,5841.69769612864,OUT027
DRE60,3770.0502032505738,OUT046
FDD17,5841.69769612864,OUT027
NCM54,2019.2946620539658,OUT017
NCH55,2019.2946620539658,OUT013
NCT06,2568.169250152012,OUT017
FDA48,5841.69769612864,OUT027
FDY58,5841.69769612864,OUT027
FDO25,3610.3956235959295,OUT045
FDN50,1531.2714836652565,OUT045
FDH35,2568.169250152012,OUT035
FDK09,3802.4739051260535,OUT045
FDO16,1492.230598606382,OUT013
FDW11,1077.528683027887,OUT045
FDU47,2993.664330974626,OUT027
NCQ42,279.6975926746558,OUT010
FDK55,2703.2046059749014,OUT027
FDN08,1932.02040639306,OUT049
FDT57,3866.2002874801874,OUT045
FDJ12,3397.5227580072788,OUT018
DRL59,779.2377179974402,OUT017
NCN53,668.4016524037304,OUT046
FDO51,131.50285831536618,OUT010
FDK56,3058.187179980987,OUT017
FDY12,816.2920535776029,OUT035
FDU15,665.8224100913811,OUT035
FDQ19,3903.6992914784637,OUT046
DRF15,2489.937131095645,OUT045
DRE25,230.28893643818085,OUT019
FDK57,1978.111020049436,OUT018
FDD33,572.8686719623736,OUT010
FDR34,5841.69769612864,OUT027
FDU04,2016.4058878554322,OUT045
